Term IRI	Term label	Parent term IRI	Parent term label	Alternative term	Definition
http://purl.obolibrary.org/obo/ENVO_01000255	mineral deposit	http://purl.obolibrary.org/obo/ENVO_01001884	surface landform		A mineral deposit is a physiographic feature which has unusually high concentrations of one or more minerals.
http://purl.obolibrary.org/obo/ENVO_01000257	white smoker	http://purl.obolibrary.org/obo/ENVO_01000122	marine hydrothermal vent		A hydrothermal vent found on the ocean floor which emits lighter-hued minerals, such as those containing barium, calcium and silicon. These alkaline hydrothermal vents also continuously generate acetyl thioesters, providing both the starting point for more complex organic molecules and the energy needed to produce them.
http://purl.obolibrary.org/obo/ENVO_01000258	fluid cline	http://purl.obolibrary.org/obo/ENVO_01001679	fluid front		A fluid front which is 1) thin in comparison to the fluid mass it is a part of and 2) across which a property of that fluid mass varies greatly over short vertical distance, relative to variation across the entire fluid mass.
http://purl.obolibrary.org/obo/ENVO_01000259	pycnocline	http://purl.obolibrary.org/obo/ENVO_01000258	fluid cline		A cline across which the density of a fluid changes rapidly.
http://purl.obolibrary.org/obo/ENVO_01000260	nutricline within a water body	http://purl.obolibrary.org/obo/ENVO_01001675	nutricline		A nutricline which is part of a water body.
http://purl.obolibrary.org/obo/ENVO_01000262	seep	http://purl.obolibrary.org/obo/ENVO_00000027	spring		A seep is a spring in which water has filtered through permeable earth to the surface.
http://purl.obolibrary.org/obo/ENVO_01000263	cold seep	http://purl.obolibrary.org/obo/ENVO_01000262	seep		MERGED DEFINITION:
TARGET DEFINITION: A cold seep is a seep in which methane and other hydrocarbon-rich fluids rise to the sea floor.
--------------------
SOURCE DEFINITION: An area of the ocean floor where hydrogen sulfide, methane and other hydrocarbon-rich fluid seepage occurs. Cold seeps are distinct from hydrothermal vents: the former's emissions are of the same temperature as the surrounding seawater, whereas the latter's emissions are super-heated.
http://purl.obolibrary.org/obo/ENVO_01000265	hydrothermal seep	http://purl.obolibrary.org/obo/ENVO_01000262	seep		A hydrothermal seep is a seep in which diffuse flow of geothermally heated fluids with high methane concentrations. This seep has been proposed as an intermediate between cold seeps and hydrothermal vents.
http://purl.obolibrary.org/obo/ENVO_01000269	siltstone	http://purl.obolibrary.org/obo/ENVO_01000271	clastic sedimentary rock		A sedimentary rock which is composed mainly of silt. This rock has a grainsize in the silt range, finer than sandstone and coarser than claystones.
http://purl.obolibrary.org/obo/ENVO_01000270	claystone	http://purl.obolibrary.org/obo/ENVO_01000271	clastic sedimentary rock		A clastic sedimentary rock which is composed primarily of clay sized particles.
http://purl.obolibrary.org/obo/ENVO_01000271	clastic sedimentary rock	http://purl.obolibrary.org/obo/ENVO_00002016	sedimentary rock		Clastic sedimentary rocks are sedimentary rocks that are composed of silicate minerals and rock fragments that were transported by moving fluids. Clastic rocks are composed largely of quartz, feldspar, rock (lithic) fragments, clay minerals, and mica; numerous other minerals may be present as accessories and may be important locally.
http://purl.obolibrary.org/obo/ENVO_01000272	mudstone	http://purl.obolibrary.org/obo/ENVO_01000271	clastic sedimentary rock		A mudstone is a clastic sedimentary rock which contains a mixture of at least one third of silt- and one third of clay-sized particles.
http://purl.obolibrary.org/obo/ENVO_01000273	lime mudstone	http://purl.obolibrary.org/obo/ENVO_00002053	limestone		Lime mudstone is a limestone which is primarily composed of either clay-size or both silt-size and clay-size detrital (transported) carbonate grains.
http://purl.obolibrary.org/obo/ENVO_01000274	slate	http://purl.obolibrary.org/obo/ENVO_00002017	metamorphic rock		Slate is a metamorphic rock which is fine-grained, foliated, homogeneous, Slates are derived from clastic sedimentary rocks.
http://purl.obolibrary.org/obo/ENVO_01000275	structural basin	http://purl.obolibrary.org/obo/ENVO_00000309	depressed landform		A structural basin is a geological depression formed by tectonic warping of previously flat lying rock strata.
http://purl.obolibrary.org/obo/ENVO_01000276	ecoregion	http://purl.obolibrary.org/obo/ENVO_01001110	ecosystem		A large unit of land or water containing a geographically distinct assemblage of species, natural communities, and environmental conditions.
http://purl.obolibrary.org/obo/ENVO_01000278	pingo scar	http://purl.obolibrary.org/obo/ENVO_00000309	depressed landform		A depression caused by the collapse of a pingo.
http://purl.obolibrary.org/obo/ENVO_01000279	ice lens	http://purl.obolibrary.org/obo/ENVO_01001547	land ice mass		An ice mass which is formed when moisture, diffused within soil or rock, accumulates and freezes in a localized zone, wedging soil or rock apart.
http://purl.obolibrary.org/obo/ENVO_01000280	ecozone	http://purl.obolibrary.org/obo/ENVO_01001110	ecosystem		Ecozones delineate large areas of a planetary surface within which organisms have been evolving in relative isolation over long periods of time, separated from one another by geographic features, such as oceans, broad deserts, or high mountain ranges, that constitute barriers to migration.
http://purl.obolibrary.org/obo/ENVO_01000282	sedimentary stratum	http://purl.obolibrary.org/obo/ENVO_01001275	solid layer		A stratum is a layer which is composed of sedimentary rock or soil with internally consistent characteristics that distinguish it from other layers.
http://purl.obolibrary.org/obo/ENVO_01000283	lake layer	http://purl.obolibrary.org/obo/ENVO_01000325	aquatic layer		A layer which is part of a lake.
http://purl.obolibrary.org/obo/ENVO_01000284	amictic lake	http://purl.obolibrary.org/obo/ENVO_00000020	lake		A lake which is permanently covered by ice, does not mix, and exhibit inverse cold water stratification whereby water temperature increases with depth below the ice surface.
http://purl.obolibrary.org/obo/ENVO_01000285	holomictic lake	http://purl.obolibrary.org/obo/ENVO_00000020	lake		A holomictic lake is a lake which mixes at least once per year. Mixing is caused by a uniform temperature distribution from the upper to lower layers of the lake.
http://purl.obolibrary.org/obo/ENVO_01000286	dimictic lake	http://purl.obolibrary.org/obo/ENVO_01000285	holomictic lake		A dimitic lake is a holomictic lake which mixes from top to bottom during two mixing periods each year. Mixing typically occurs during the spring and autumn, when the lake is "isothermal" (i.e., at the same temperature from the top to the bottom). At this time the water throughout the lake is about 4°C, and, in the absence of any temperature or density differences, the lake readily mixes from top to bottom. These lakes are common in regions with temperate climates.
http://purl.obolibrary.org/obo/ENVO_01000287	polymictic lake	http://purl.obolibrary.org/obo/ENVO_01000285	holomictic lake		A polymictic lake is a holomictic lake which is too shallow to allow thermal stratification and which can mix from top to bottom through the ice-free period of the year.
http://purl.obolibrary.org/obo/ENVO_01000288	monomictic lake	http://purl.obolibrary.org/obo/ENVO_01000285	holomictic lake		A monomictic  lake is a holomictic lake which mixes from top to bottom during one mixing period each year.
http://purl.obolibrary.org/obo/ENVO_01000289	cold monomictic lake	http://purl.obolibrary.org/obo/ENVO_01000288	monomictic lake		A monomictic lake which is covered by ice throughout much of the year and only mixes when its surface ice melts and the lake lacks thermal stratification.
http://purl.obolibrary.org/obo/ENVO_01000290	warm monomictic lake	http://purl.obolibrary.org/obo/ENVO_01000288	monomictic lake		A monomictic lake which does not freeze and is thermally stratified throughout most of the year, only mixing in winter when cooler temperatures ease stratification.
http://purl.obolibrary.org/obo/ENVO_01000291	cold polymictic lake	http://purl.obolibrary.org/obo/ENVO_01000287	polymictic lake		A cold polymictic lake is a polymictic lake which is covered by ice in winter.
http://purl.obolibrary.org/obo/ENVO_01000292	warm polymictic lake	http://purl.obolibrary.org/obo/ENVO_01000287	polymictic lake		A warm polymictic lake is a polymictic lake which is not covered by ice at any point during the year.
http://purl.obolibrary.org/obo/ENVO_01000294	crevice	http://purl.obolibrary.org/obo/ENVO_01000667	geological fracture		A deep fissure in rock.
http://purl.obolibrary.org/obo/ENVO_01000295	marine layer	http://purl.obolibrary.org/obo/ENVO_01000325	aquatic layer		A layer that is part of a marine water body.
http://purl.obolibrary.org/obo/ENVO_01000296	dry lake bed	http://purl.obolibrary.org/obo/ENVO_01001311	solid surface layer		A lake bed which is dry. That is, the bed of a dry lake.
http://purl.obolibrary.org/obo/ENVO_01000297	freshwater river	http://purl.obolibrary.org/obo/ENVO_00000022	river		A river where fresh water flows.
http://purl.obolibrary.org/obo/ENVO_01000298	continental margin	http://purl.obolibrary.org/obo/ENVO_00002000	slope		A slope which is part of the seafloor, descends from the continental crust to the oceanic crust, and comprises the continental shelf, continental slope, and continental rise.
http://purl.obolibrary.org/obo/ENVO_01000299	Taylor column	http://purl.obolibrary.org/obo/ENVO_01001479	fluid astronomical body part		A Taylor column is a column of deflected fluid flow which is formed in a perturbed, rotating fluid, is parallel to the axis of rotation, and extends above the obstacle perturbing the fluid in a rigid manner.
http://purl.obolibrary.org/obo/ENVO_01000300	atmospheric Taylor column	http://purl.obolibrary.org/obo/ENVO_01000299	Taylor column		An atmospheric Taylor column is a Taylor column that is formed in the atmosphere. Atmospheric Taylor columns often form above islands resulting in vortex streets in the atmosphere.
http://purl.obolibrary.org/obo/ENVO_01000301	estuarine water	http://purl.obolibrary.org/obo/ENVO_00002019	brackish water		Brackish water which is part of an estuary.
http://purl.obolibrary.org/obo/ENVO_01000302	outcrop	http://purl.obolibrary.org/obo/ENVO_01001884	surface landform		A portion of environmental material which protrudes through a surface layer.
